,state,city_or_county,address,latitude,longitude
131620,Texas,Balch Springs,Shepard and Natalie Street,32.718,-96.6141
131625,Texas,Atascosa,14000 block of Touchstone Rd,29.2635,-98.7766
131641,Texas,Houston,5400 West Ridgecreek,29.5947,-95.4647
131642,Texas,Mission,7200 block of Bentsen Palm Dr,26.2057,-98.3756
131680,Texas,San Antonio,800 block of Canton Street,29.4242,-98.4499
131699,Texas,Copperas Cove,1000 block of Industrial Avenue,31.1223,-97.8924
131751,Texas,Dallas,14100 Montfort Road,32.9394,-96.8139
131766,Texas,Houston,7900 block of Westheimer Road,29.7387,-95.5063
131835,Texas,San Antonio,2800 block of East Houston,29.4251,-98.4474
131839,Texas,Rusk (county),6000 block of State Highway 43 East,32.2157,-94.7109
131945,Texas,San Antonio,600 block of North New Braunfels Avenue,29.4265,-98.461
131964,Texas,Bellville,2812 Nelius Rd,29.8966,-96.1879
132006,Texas,San Antonio,Morning View Drive and Wheatley Avenue,29.4095,-98.425
132010,Texas,San Antonio,2106 Burnet Street,29.4289,-98.4514
132012,Texas,El Paso,1000 block of Arizona,31.7696,-106.486
132028,Texas,Killeen,3900 block of Bur Oak Drive,31.0648,-97.7087
132044,Texas,Houston,5900 block of Selinsky,29.6355,-95.3275
132045,Texas,La Porte,800 block of Willow Creek Drive,29.6711,-95.0839
132046,Texas,Killeen,Barrington Trail and Michael Drive,31.0937,-97.8038
132098,Texas,Bulverde,"31,000 block of High Ridge Drive",29.7631,-98.4435
132114,Texas,Nacogdoches,,31.5901,-94.6139
132117,Texas,Houston,6900 block of Apache St,29.8338,-95.3615
132123,Texas,Houston,9400 block of Kempwood,29.8227,-95.5245
132152,Texas,Abilene,,32.4831,-99.7115
132168,Texas,San Antonio,8000 block of Binz-Engleman Road,29.4677,-98.3331
132170,Texas,San Antonio,Lone Oak and Dorie,29.412,-98.4289
132183,Texas,Houston,8900 Comal,29.6634,-95.3707
132189,Texas,Lubbock,17th Street and Buddy Holly Avenue,33.5799,-101.844
132210,Texas,Odessa,1400 block of East 5th Street,31.8548,-102.354
132270,Texas,Katy,6011 Remson Hollow Lane,29.7047,-95.8382
132274,Texas,Dallas,4204 Tioga Street,32.6675,-96.7481
132279,Texas,Houston,6500 block of Hilcroft,29.7108,-95.4934
132283,Texas,San Antonio,5355 W Loop 1604 N,29.4967,-98.7259
132284,Texas,San Antonio,5100 block of Casa Oro Street,29.545,-98.3911
132295,Texas,Austin,12041 Dessau Road,30.3802,-97.653
132298,Texas,Austin,9000 block of North IH 35 service road,30.3818,-97.7388
132300,Texas,Fort Worth,2466 East Lancaster Avenue,32.7442,-97.2918
132305,Texas,Fort Worth,800 East Long Avenue,32.8049,-97.3436
132325,Texas,Austin,2300 block of Douglas Street,30.23,-97.7316
132346,Texas,San Antonio,1500 block of El Monte Boulevard,29.4849,-98.5191
132376,Texas,Bryan,,30.6359,-96.3616
132378,Texas,San Antonio,Meneffe Boulevard and Athel Avenue,29.4038,-98.5681
132408,Texas,Harris (county),1000 block of Cypress Station,30.0537,-95.4351
132417,Texas,Odessa,2800 block of East 11th Street,31.8664,-102.333
132429,Texas,Bedias,County Road 142,30.8052,-95.9397
132441,Texas,Houston,Fox Chase Lane and Richie Road,29.7604,-95.3698
132442,Texas,Houston,1000 Cypress Station,30.0226,-95.4384
132445,Texas,Houston,128 Braeswood Sq,29.6791,-95.4885
132457,Texas,Houston,5747 Lycomb Drive,29.5922,-95.4736
132466,Texas,Abilene,Arnold Boulevard,,
132495,Texas,Houston,3213 Mohawk Street,29.8788,-95.338
132561,Texas,Liberty (county),500 block of Road 3405,33.2081,-96.9819
132581,Texas,Laredo,Galveston Street,27.5112,-99.4783
132604,Texas,Houston,6000 block of Elm Street,29.7128,-95.487
132620,Texas,Pflugerville,,30.4482,-97.6202
132634,Texas,Harris (county),Fox Trace Lane,29.9609,-95.4902
132647,Texas,Corpus Christi,Baldwin Blvd and Lamar,27.7741,-97.4214
132661,Texas,Spring,4500 block of Reynaldo Drive,30.0427,-95.3622
132673,Texas,Houston,8914 Westheimer,29.7374,-95.5214
132692,Texas,Killeen,1300 block of Veteran's Memorial Boulevard,31.1191,-97.7365
132725,Texas,Corpus Christi,1455 Corban Drive,27.7325,-97.4244
132726,Texas,San Antonio,4400 block of Wildt Road,29.3916,-98.4069
132744,Texas,Killeen,1800 block of Cedarhill,31.1179,-97.6724
132745,Texas,Killeen,500 North 38th Street,31.1147,-97.6941
132746,Texas,Houston,Caversham Drive,29.68,-95.476
132753,Texas,Lubbock,2500 block of 52nd Street,33.5469,-101.87
132758,Texas,San Antonio,1200 block of Center Street,29.4221,-98.4626
132760,Texas,San Antonio,1500 block of Hunter Boulevard,29.3332,-98.5314
132768,Texas,Austin,6000 Perlita Drive,30.2921,-97.6445
132794,Texas,San Antonio,1200 block of Center Street,29.4221,-98.4626
132848,Texas,Dallas,800 block of Buick Avenue,32.7433,-96.7833
132869,Texas,San Antonio,8600 block of Star Creek Drive,29.4661,-98.6615
132878,Texas,Arlington,2300 block of Windsprint Way,32.7035,-97.0661
132886,Texas,Aransas Pass,1700 block of West Highland Avenue,27.8996,-97.173
132932,Texas,Dallas,9901 Bruton Road,32.7487,-96.6515
132957,Texas,Dallas,Bruton Road,32.7489,-96.6837
132977,Texas,Dallas,7986 Chariot Drive,32.782,-96.6865
132983,Texas,Houston,4700 block of Waring,29.7338,-95.4559
132984,Texas,Harris (county),1300 block of Cross Draw,29.9535,-95.4393
132985,Texas,Houston,Southwest Freeway,29.7003,-95.5172
132991,Texas,Lubbock,2600 block of 27th Street,33.5697,-101.873
133000,Texas,Harris (county),21021 Aldine Westfield,30.0184,-95.3801
133039,Texas,Wichita Falls,1300 block of Giddings Street,33.8993,-98.5143
133050,Texas,Houston,Rosebriar Drive and Bazelbriar Lane,29.5963,-95.5014
133051,Texas,Fort Worth,3600 block of Vaughn Boulevard,32.7103,-97.2784
133066,Texas,Amarillo,3200 block of N. Grand Street,35.247,-101.795
133112,Texas,Wichita Falls,1400 block of Burnett,,
133115,Texas,San Antonio,4700 block of West Avenue,29.5096,-98.5259
133151,Texas,Humble,21000 block of Aldine Westfield Road,30.0215,-95.3808
133153,Texas,Houston,59 Eastex Freeway and Melbourne,29.8171,-95.3425
133162,Texas,Amarillo,Columbine Street,35.2303,-101.771
133213,Texas,Greenville,1900 block of Edgar Street,33.1474,-96.114
133249,Texas,Crockett,100 block of Martin King Jr. Boulevard,31.3076,-95.465
133390,Texas,Amarillo,5000 block of Leigh,35.156,-101.86
133416,Texas,Port Arthur,Jimmy Johnson Boulevard,29.9452,-93.9759
133421,Texas,San Antonio,100 block of Apperson Avenue,29.4157,-98.5423
133422,Texas,San Antonio,100 block of Halliday Avenue.,29.385,-98.4786
133425,Texas,San Antonio,4800 block of Ray Bon Drive,29.4892,-98.3862
133450,Texas,Bexar (county),,29.4613,-98.5701
133477,Texas,Houston,3300 block of Jewel Street,29.7898,-95.3362
133502,Texas,Waco,3100 block of MacArthur Drive,31.5643,-97.1837
133553,Texas,Houston,11631 South Gessner,29.6497,-95.5279
133559,Texas,Irving,3700 blk of Regent,32.9221,-96.9987
133561,Texas,Port Arthur,2920 Jimmy Johnson Boulevard,29.9383,-93.9809
133562,Texas,Tomball (The Woodlands),107 Mews Wood Court,30.0425,-95.6111
133583,Texas,Fresno,1800 block of Purple Cherry Lane,29.5388,-95.4474
133599,Texas,Fort Worth,5500 block of Beaty Steet,32.7397,-97.2362
133602,Texas,Arlington,3300 block of South Watson Road,32.6931,-97.0638
133638,Texas,Austin,Wagon Trail and North Lamar Boulevard,30.3774,-97.6889
133650,Texas,Houston,5300 block of Southwind,29.6759,-95.3423
133661,Texas,Atascosa,15000 block of Trawalter Road,29.2775,-98.759
133662,Texas,Houston,6700 block of De Mos Drive,29.7072,-95.501
133671,Texas,Garland,700 Park Forest Drive,32.9192,-96.7022
133696,Texas,El Paso,Pendale Road and Rojas Drive,31.7357,-106.313
133702,Texas,Nocona,165 Walnut Road,33.7904,-97.728
133707,Texas,Dallas,2900 Walnut Hill Ln,32.8809,-96.8809
133710,Texas,Beaumont,1800 block of Cartwright,30.061,-94.1031
133718,Texas,Houston,6665 Bintliff Dr,29.7087,-95.5062
133737,Texas,Killeen,4102 Watercrest Road,31.107,-97.7853
133786,Texas,Bryan,600 block of Marino Road,30.7157,-96.348
133803,Texas,Scurry,12000 block of TX-34,32.5564,-96.3388
133809,Texas,New Braunfels,100 Liebscher Dr,29.7078,-98.1223
133820,Texas,San Antonio,830 North New Braunfels Avenue,29.4295,-98.461
133821,Texas,San Antonio,1500 block of Nolan Street,29.4276,-98.4622
133828,Texas,Houston,2505 Bagby Street,29.749,-95.3787
133835,Texas,Houston,1300 block of Robin,29.7565,-95.3806
133867,Texas,El Paso,6400 block of La Posta,31.8571,-106.536
133902,Texas,Longview,North Spur 63,32.5028,-94.7496
133903,Texas,Killeen,6100 block of East Veterans Memorial Boulevard,31.0926,-97.6759
133910,Texas,El Paso,6400 block of La Posta,31.8571,-106.536
133922,Texas,New Braunfels,,29.6962,-98.1106
134001,Texas,Copperas Cove,2000 block of Jake Drive,31.1534,-97.9231
134005,Texas,San Antonio,200 block of Rice Road,29.4089,-98.4183
134040,Texas,Tyler,2600 block of Loop 323,32.366,-95.2681
134046,Texas,Spring,3400 block of Ramsgate Drive,30.0821,-95.4698
134152,Texas,Dickinson,2900 block of Cottonwood Drive,29.4649,-95.0659
134154,Texas,Amarillo,7500 block of Topeka Drive,35.133,-101.876
134190,Texas,Bryan,3300 block of Finfeather Road,30.6338,-96.3662
134202,Texas,San Antonio (Terrell Hills),400 Block of Garraty,,
134203,Texas,Fort Worth,7301 Lea Place,32.6478,-97.2792
134204,Texas,Dallas,,32.7878,-96.7999
134209,Texas,Houston,15165 VIckery Drive,29.9392,-95.3157
134220,Texas,Trinity (county),,30.9261,-95.3091
134222,Texas,Corpus Christi,4000 block of Saratoga Boulevard,27.6994,-97.4121
134259,Texas,Sherman,,33.6297,-96.5815
134318,Texas,Corpus Christi,4037 Saratoga Boulevard,27.699,-97.4115
134330,Texas,Alice,,27.7449,-98.083
134337,Texas,San Antonio,13300 block of Blanco Road,29.5662,-98.5206
134354,Texas,San Antonio,7900 block of Mallow,29.5072,-98.3496
134393,Texas,Dallas,800 Main St,32.7793,-96.8052
134407,Texas,Desoto,1507 N Beckley Avenue,32.619,-96.8235
134409,Texas,College Station,417 Stasney Street,30.6222,-96.3475
134443,Texas,Tomball,11510 Boudreaux,30.0552,-95.5908
134448,Texas,Harris (county),3400 block of Ramsgate Drive,30.0821,-95.4698
134508,Texas,College Station,1711 Harvey Mitchell Pkwy,30.5899,-96.3167
134517,Texas,Corpus Christi,1100 block of Bloomington Street,27.7572,-97.4421
134525,Texas,Paris,4500 block of Lamar Avenue,33.6618,-95.4999
134540,Texas,Houston,2501 Lazy Hollow,29.7393,-95.5171
134545,Texas,Mineral Wells,2600 block of S.W 8th Avenue,32.789,-98.1226
134576,Texas,Denton,1100 block of Hill Street,33.2039,-97.1253
134577,Texas,Odessa,2600 block of North Alturas,31.8504,-102.451
134613,Texas,Corpus Christi,2422 Rand Morgan Road,27.8261,-97.5477
134632,Texas,Houston,6730 Cullen Boulevard,29.6908,-95.3531
134651,Texas,Dallas,3432 Sunnyvale Street,32.7125,-96.7846
134667,Texas,Houston,12800 Kingsbridge Lane,29.7584,-95.6136
134685,Texas,Austin,5500 block of Shaveport Drive,30.4369,-97.7366
134688,Texas,Houston,9600 block of South Gessner,29.6759,-95.5291
134722,Texas,Lubbock,1108 35th Street,33.5627,-101.847
134745,Texas,Killeen,5800 block of W.S. Young Drive,31.1262,-97.7075
134746,Texas,Killeen,1100 block of Lansberry Court,31.084,-97.7622
134751,Texas,Houston,12300 Gulf Freeway,29.6203,-95.2213
134770,Texas,San Antonio,315 South Santa Rosa,29.4225,-98.4985
134797,Texas,Dallas,8098 S Loop 12,32.7128,-96.6835
134799,Texas,Mesquite,1000 block of Irene Drive,32.7767,-96.6071
134804,Texas,Houston,7700 block of Brettshire,29.8525,-95.2894
134809,Texas,Wichita Falls,3305 Sheppard Access Road,33.9574,-98.5141
134819,Texas,Rowlett,3400 block of Beech Street,32.9154,-96.5718
134867,Texas,Beaumont,4500 block of Pershing,30.0428,-94.0871
134875,Texas,Dallas,Cardella Avenue,32.7292,-96.6682
134876,Texas,Arlington,5800 block of Tinsley Drive,32.6522,-97.1292
134895,Texas,Amarillo,1100 block of South Johnson Street,35.2015,-101.831
134896,Texas,Copperas Cove,100 block of Cedar Grove Loop,31.147,-97.9197
134897,Texas,Waxahachie,1037 W Hwy 287 Bypass,,
134902,Texas,San Antonio,3206 Cripple Creek Street,29.5139,-98.4355
134905,Texas,Houston,3500 block of Beltway 8 West,29.841,-95.1848
134925,Texas,San Antonio,3000 block of Weir Avenue,29.3984,-98.5523
134926,Texas,Harker Heights,,31.0683,-97.653
134927,Texas,San Antonio,Southwest Military Drive,29.3571,-98.5462
134928,Texas,San Antonio,12800 block of Independence Avenue,29.5568,-98.3688
134929,Texas,San Antonio,Rimfire Drive and Harness Lane,29.4126,-98.6471
134954,Texas,Houston,7200 block of Scott,29.6437,-95.3684
134957,Texas,Houston,2800 block of Dover,29.6894,-95.2804
134970,Texas,Marion (county),Monica Drive,32.7998,-94.5588
134978,Texas,Odessa,1300 block of North Tom Green Avenue,31.8581,-102.37
134999,Texas,San Antonio,1946 Southwest Military Drive,29.3566,-98.5238
135003,Texas,Port Arthur,5230 7th Street,29.9168,-93.8968
135084,Texas,Houston,6227 Brown Bark Drive,29.8415,-95.4829
135103,Texas,Ennis,400 block of Avenue C,32.3154,-96.6146
135105,Texas,Lytle,14600 block of Main Street,29.2371,-98.7872
135146,Texas,Waco,3000 block of Lyle Avenue,31.561,-97.1754
135158,Texas,Corpus Christi,4500 block of Ayers Street,27.7452,-97.4213
135178,Texas,Ennis,Ensign and Sandswitch roads,32.2248,-96.5991
135194,Texas,Ennis,400 Block of Avenue C,,
135217,Texas,Jacksonville,212 Kickapoo Street,31.9672,-95.2778
135225,Texas,Houston,Scott and Falkner,29.6887,-95.3637
135226,Texas,Beaumont,,30.0726,-94.1052
135231,Texas,Lancaster,995 West Belt Line Road,32.5922,-96.7807
135248,Texas,San Antonio,1200 block of South Gevers Street,29.4079,-98.4567
135274,Texas,San Antonio,500 block of Eleanor Avenue,29.4547,-98.4686
135275,Texas,Houston,4500 block of New Orleans,29.7769,-95.3248
135276,Texas,Killeen,2200 block of Tracey Drive,31.1388,-97.6981
135289,Texas,Corpus Christi,600 block of South Staples,27.6517,-97.4951
135296,Texas,Groves,5307 Gulfway Dr,29.926,-93.9059
135334,Texas,Nacogdoches,500 block of Tangleberry Street,31.604,-94.6404
135372,Texas,San Antonio,600 block of Morningview Drive,29.4103,-98.4249
135374,Texas,Alvin,2551 S SH 35,29.4006,-95.2437
135382,Texas,Red Oak (Ovilla),7810 Shiloh Road,33.06,-96.6435
135393,Texas,Houston,Greens,29.9428,-95.4843
135408,Texas,Dallas,Dryden Drive,32.7254,-96.8851
135418,Texas,Crosby,400 block of Pecan Avenue,29.8724,-95.0662
135427,Texas,Houston,Alpine Vale,29.9035,-95.4609
135438,Texas,Dallas,,32.7878,-96.7999
135441,Texas,Tahoka,County Road Q,33.242,-101.789
135466,Texas,Troup,1108 Nobel,32.1434,-95.1318
135492,Texas,Houston,9500 block of Tidwell,29.8509,-95.2498
135511,Texas,San Antonio,4090 Woodstone,29.5524,-98.5859
135524,Texas,Corpus Christi,900 block of Greenbay Drive,27.6761,-97.2894
135538,Texas,Houston,4800 block of West 34th Street,29.82,-95.4609
135540,Texas,Corpus Christi,300 block of Stages Drive,27.721,-97.3419
135571,Texas,Waco,1500 block of Marshall Avenue,31.5784,-97.1635
135598,Texas,Austin,,30.2202,-97.7499
135599,Texas,Houston,Sageland Drive,29.6012,-95.2108
135642,Texas,Baytown,6227 North Main Street,29.7958,-94.9672
135644,Texas,Houston,7962 Booker Street,29.8094,-95.2822
135645,Texas,San Antonio,8400 block of Cascade Ridge,29.5135,-98.3306
135692,Texas,Titus (county),500 block of County Road 1820,33.3362,-95.108
135716,Texas,Austin,7400 Block of Johnny Morris Road,,
135739,Texas,Lubbock,2100 block of E 30th Street,,
135741,Texas,San Antonio,19314 US Highway 281 N,29.6205,-98.4653
135743,Texas,Laredo,3000 block of Musser Street,27.5148,-99.466
135804,Texas,Dallas,6300 block of Benavides Drive,32.7154,-96.7141
135805,Texas,Houston,7812 Tierwester,29.6822,-95.3728
135807,Texas,Wichita Falls,Elwood Street,33.9204,-98.4778
135840,Texas,San Antonio,22202 Estate Hill Dr,29.6292,-98.4953
135867,Texas,Austin,Johnny Morris Road,30.3082,-97.643
135868,Texas,Seguin,400 block of E. Cedar Street,29.5787,-97.9623
135906,Texas,Lubbock,3400 block of Nashville Avenue,33.5633,-101.899
135943,Texas,Stanton,403 Carpenter Street,32.1344,-101.786
135984,Texas,Killeen,3301 East Rancier Avenue,,
136039,Texas,Houston,6610 Tidwell,29.8484,-95.3033
136040,Texas,Houston,7322 Lamar Street,29.7292,-95.2983
136043,Texas,Paris,1800 block of Neathery,33.6548,-95.5377
136044,Texas,Paris,400 block of East Hearon Street,33.6553,-95.5527
136135,Texas,Amarillo,4200 block of Spark Street,35.253,-101.836
136174,Texas,Mercedes,900 block of South Vermont Avenue,26.1427,-97.9204
136191,Texas,Austin,6200 block of Loyola Lane,30.303,-97.6496
136224,Texas,Dallas,South Hampton Road,32.6889,-96.857
136232,Texas,Dallas,7300 block of Elam Road,32.7197,-96.6966
136247,Texas,Waco,1200 block of Meadowbrook Drive,31.5374,-97.1775
136252,Texas,Tomball,22200 block of Main Boulevard,30.0848,-95.7302
136293,Texas,Calvert,700 block of Mesquite Street,30.9736,-96.6793
136340,Texas,Copperas Cove,300 block of Barber Drive,31.1335,-97.8882
136342,Texas,Richmond,Riverwood,29.5752,-95.7812
136343,Texas,San Angelo,9700 block of Burma Road,,
136396,Texas,San Antonio,5500 block of Culebra Road,29.4485,-98.5969
136408,Texas,Alvin,3400 block of Oxford,29.3953,-95.2371
136409,Texas,Houston,17600 block of Wayforest Drive,29.9546,-95.3933
136437,Texas,Paris,800 block of Northeast 14th Street,33.6692,-95.5409
136448,Texas,Longview,Alpine Road,32.5183,-94.7079
136459,Texas,Dallas,8081 Marvin D. Love Freeway,32.6487,-96.8842
136474,Texas,Garland,Glenbrook and West Miller Road,32.8944,-96.6451
136490,Texas,Houston,12302 Hillcroft Street,29.6442,-95.4934
136492,Texas,Abilene,2100 block of North Treadaway Boulevard,32.4735,-99.7271
136497,Texas,Garland,1800 block of Patton,32.8957,-96.6636
136500,Texas,San Antonio,300 block of West Grayson Street,29.4452,-98.484
136506,Texas,Texas City,,29.3975,-94.9198
136508,Texas,Houston,3600 block of Broadway,29.6894,-95.2775
136509,Texas,Buda,Fletcher Bend,30.0961,-97.8629
136511,Texas,Houston,3100 block of Napoleon,29.7296,-95.3506
136515,Texas,Houston,700 block of West Little York,29.8685,-95.4146
136544,Texas,Alvin,Road 155 and County Road 422,29.4099,-95.2238
136605,Texas,San Antonio,9700 block of Autumn Dew,29.531,-98.6732
136651,Texas,Longview,Arthur Street and Baxley Lane,32.5226,-94.8149
136655,Texas,Killeen,2200 block of Shoemaker Drive,31.1313,-97.7022
136722,Texas,Marble Falls,400 block of Avenue R,30.5778,-98.2868
136743,Texas,Tyler,,32.3241,-95.2959
136744,Texas,San Antonio,2202 South Flores Street,29.4023,-98.5035
136762,Texas,Lakehills,,29.6558,-98.9371
136768,Texas,Killeen,2600 block of Timberline Drive,31.129,-97.6702
136790,Texas,Dallas,9750 Royal Lane,32.8945,-96.7187
136816,Texas,Slaton,1470 West Lynn Street,33.4371,-101.661
136831,Texas,Killeen,2600 block of Timberline Drive,31.129,-97.6702
136832,Texas,Texarkana,Waterman St. and Milam St.,33.4384,-94.0679
136848,Texas,Paris,1000 block of Southeast 19th Street,33.6513,-95.536
136854,Texas,Harris (county),15600 block of the Hardy Toll Road,29.9571,-95.3572
136855,Texas,San Antonio,4000 block of Medical Drive,29.5181,-98.5621
136864,Texas,Killeen,,31.1195,-97.7255
136879,Texas,Lytle,,29.2122,-98.7693
136931,Texas,La Porte,200 block of West Main Street,29.6657,-95.0206
136945,Texas,The Colony,5200 block of Kisor Drive,33.0942,-96.8778
136964,Texas,Harris (county),18900 block of Kuykendahl Road,30.0431,-95.4898
136987,Texas,Bastrop,202 Childers Drive,30.1029,-97.3288
136999,Texas,San Antonio,2500 block of Blanco Rd.,29.4696,-98.5079
137029,Texas,Waco,901 East Johnson,31.584,-97.1139
137033,Texas,Houston,,29.7654,-95.3663
137037,Texas,San Antonio,100 block of Olga Street,29.4125,-98.5714
137054,Texas,Polk (county),,30.7052,-94.9403
137067,Texas,Houston,3000 block of Kashmere St NE,29.8021,-95.3241
137070,Texas,Houston,1100 block of West Alabama,29.7388,-95.3925
137095,Texas,San Antonio,,29.469,-98.5285
137124,Texas,Dallas,1700 block of Chattanooga Place,32.8167,-96.8535
137129,Texas,Houston,8817 Jensen Drive,29.8395,-95.3429
137135,Texas,Del Rio,406 West Martinez Street,29.354,-100.88
137170,Texas,Waco,2736 Lake Shore Drive,31.5861,-97.1901
137180,Texas,Grand Prairie,540 South Carrier Parkway,32.7396,-97.0146
137192,Texas,Odessa,400 block of Snyder Street,31.8322,-102.354
137197,Texas,Fort Worth,1864 Handley Drive,32.7529,-97.2156
137200,Texas,Wichita Falls,3700 block of Seymour Road,33.8928,-98.5411
